0	-1.35043	0.224677	0.499706	0.567394	0.47395	0.673376	10	134	-0.654883	0.782306
0.047	-1.34317	0.230079	0.498898	0.564996	0.472892	0.676131	12	134	-0.653556	0.785716
0.038	-1.3372	0.234561	0.498524	0.562577	0.472521	0.678404	13	133	-0.649263	0.791949
0.046	-1.33095	0.239357	0.498321	0.589685	0.490991	0.641249	5	134	-0.687561	0.75902
0.039	-1.31276	0.25332	0.497744	0.587193	0.487578	0.64612	8	134	-0.672257	0.770693
0.057	-1.30023	0.262866	0.497327	0.565678	0.473947	0.67482	16	133	-0.637567	0.799479
0.043	-1.28702	0.273002	0.497066	0.574355	0.47962	0.663386	15	133	-0.643571	0.79471
0.055	-1.2728	0.283957	0.496811	0.582748	0.485096	0.651987	14	134	-0.64667	0.78851
0.054	-1.25715	0.296024	0.496643	0.585581	0.486562	0.648346	15	133	-0.644184	0.793642
0.041	-1.2399	0.309311	0.496417	0.58345	0.48489	0.651512	18	133	-0.633398	0.801281
0.055	-1.22108	0.323797	0.496261	0.578076	0.481181	0.659008	24	133	-0.624594	0.806774
0.054	-1.20085	0.339372	0.496066	0.570786	0.475686	0.669273	34	133	-0.624988	0.804729
0.041	-1.17946	0.355865	0.495975	0.561737	0.468242	0.682057	46	132	-0.628525	0.803762
0.063	-1.15722	0.373031	0.495879	0.550698	0.459424	0.696894	59	132	-0.628772	0.801808
0.037	-1.13452	0.390565	0.495909	0.538554	0.449798	0.71249	73	132	-0.629635	0.799298
0.055	-1.11177	0.408145	0.495939	0.526328	0.439739	0.727742	86	132	-0.62659	0.800254
0.055	-1.08943	0.425413	0.496075	0.515025	0.430056	0.741485	100	131	-0.629688	0.799569
0.04	-1.06789	0.442041	0.496169	0.504673	0.421527	0.753406	113	132	-0.628406	0.79605
0.056	-1.04752	0.457729	0.496315	0.495764	0.413886	0.76349	126	131	-0.632335	0.794568
0.043	-1.02862	0.472228	0.496361	0.488273	0.407345	0.771789	137	131	-0.631793	0.793796
0.057	-1.01148	0.4853	0.496408	0.482333	0.402389	0.778099	147	131	-0.631757	0.79244
0.043	-0.996302	0.496783	0.496313	0.478401	0.398983	0.782269	156	131	-0.633008	0.790137
0.05	-0.983258	0.506546	0.496195	0.476389	0.396905	0.784551	163	131	-0.633282	0.788852
0.05	-0.972429	0.51452	0.49593	0.476164	0.396252	0.785018	169	131	-0.635162	0.786309
0.05	-0.963864	0.520662	0.495654	0.4776	0.396917	0.783808	172	131	-0.634365	0.786014
0.05	-0.957538	0.524984	0.49526	0.480746	0.39908	0.780781	174	131	-0.63552	0.784062
0.05	-0.953393	0.527534	0.494896	0.485573	0.402598	0.775973	174	131	-0.636442	0.782324
0.05	-0.951296	0.528419	0.494464	0.491674	0.407224	0.769691	172	131	-0.636791	0.781006
0.051	-0.951081	0.527775	0.494117	0.498966	0.412789	0.761996	169	131	-0.63826	0.778796
0.049	-0.952532	0.525781	0.493755	0.507042	0.419028	0.753209	164	131	-0.638301	0.777721
0.052	-0.955404	0.522639	0.493525	0.515686	0.425689	0.743544	159	132	-0.639115	0.773539
0.048	-0.959425	0.518579	0.493314	0.524645	0.432156	0.733478	152	132	-0.638534	0.773278
0.053	-0.964305	0.513829	0.493255	0.533619	0.4384	0.723226	146	133	-0.639526	0.769354
0.047	-0.969743	0.50861	0.493221	0.54213	0.444229	0.713271	139	133	-0.639703	0.768588
0.054	-0.975438	0.503143	0.49333	0.549786	0.449485	0.704058	133	133	-0.641204	0.76662
0.046	-0.981118	0.497621	0.493444	0.556188	0.454299	0.695893	128	133	-0.643518	0.763553
0.05	-0.986536	0.49224	0.493674	0.561094	0.458169	0.689387	123	133	-0.643708	0.76194
0.05	-0.991512	0.487156	0.493877	0.564677	0.461075	0.684506	119	133	-0.644017	0.760094
