-0.0856526	0.140468	-0.105789
-0.333706	0.517441	-0.114593
-0.626821	0.822333	0.104922
-0.635969	0.784728	0.128242
-0.63587	0.788031	0.126687
-0.632877	0.787758	0.133849
-0.633313	0.791045	0.14088
-0.631867	0.793515	0.151425
-0.629958	0.794187	0.142463
-0.630005	0.79685	0.128582
-0.628825	0.79715	0.114909
-0.628373	0.797402	0.100974
-0.627522	0.800027	0.0815584
-0.625734	0.800488	0.0665686
-0.625726	0.799311	0.0498767
-0.624201	0.800628	0.0333087
-0.624823	0.801119	0.0185805
-0.622658	0.799372	0.00574769
-0.622662	0.80132	-0.00824137
-0.625122	0.802396	-0.0161616
-0.623679	0.801553	-0.0224372
-0.625219	0.800217	-0.0259157
-0.627663	0.798278	-0.02399
-0.62935	0.797645	-0.0183201
-0.63171	0.793662	-0.0104288
-0.63408	0.790678	-0.000745739
-0.637014	0.786108	0.0125801
-0.639076	0.783946	0.0250941
-0.641516	0.78129	0.0367051
-0.642854	0.778166	0.0450475
-0.64367	0.774118	0.0579647
-0.644468	0.771993	0.0647289
-0.644134	0.768802	0.0718262
-0.645846	0.76731	0.0750599
-0.647195	0.764932	0.0779381
-0.645801	0.761682	0.080471
-0.645832	0.759886	0.0791277
-0.645071	0.757721	0.0784932
-0.64545	0.75509	0.0762003
-0.645839	0.752113	0.0732383
-0.645933	0.748855	0.0687505
-0.646406	0.749243	0.061322
-0.646568	0.745413	0.055481
-0.646309	0.743119	0.0485798
-0.648306	0.741257	0.0446685
-0.648013	0.738937	0.0372775
-0.648253	0.736795	0.0334901
-0.648794	0.732675	0.0309253
-0.649248	0.730823	0.027511
-0.651536	0.72747	0.0245855
-0.652687	0.726081	0.0231
-0.654047	0.722776	0.0224652
-0.655919	0.719645	0.0252134
-0.65835	0.716883	0.0273519
-0.659923	0.712152	0.0329284
-0.662464	0.709824	0.0349925
-0.66404	0.707346	0.0381188
-0.664061	0.702544	0.0407951
-0.666977	0.698198	0.0478445
-0.66879	0.69583	0.0498273
-0.670647	0.691303	0.0541597
-0.671302	0.688623	0.0546617
-0.67412	0.683961	0.0584686
-0.674873	0.680898	0.0568234
-0.675865	0.677712	0.0570737
-0.678061	0.672701	0.0588124
-0.678774	0.669193	0.0566497
-0.678803	0.665629	0.0539367
-0.679212	0.661921	0.0525029
-0.681279	0.654411	0.0530777
-0.682477	0.650859	0.0508627
-0.682883	0.647243	0.0467303
-0.682828	0.641267	0.0461842
-0.683865	0.637278	0.0439702
-0.686518	0.633336	0.0410296
-0.687828	0.629001	0.0394683
-0.688547	0.62244	0.0405885
-0.690813	0.618249	0.0408315
-0.692881	0.613878	0.0396744
-0.694704	0.609413	0.0415331
-0.697192	0.604635	0.0404621
-0.698615	0.599689	0.0406913
-0.700829	0.59476	0.0424699
-0.703231	0.589841	0.0437548
-0.705671	0.584806	0.0445728
-0.708136	0.579813	0.0453361
-0.710583	0.574629	0.0462345
-0.711461	0.569356	0.0473347
-0.713148	0.565878	0.0472903
-0.714909	0.560472	0.049173
-0.717655	0.554915	0.0495135
-0.71951	0.549445	0.0483552
-0.720815	0.544054	0.0496984
-0.723161	0.538883	0.0497553
-0.724709	0.533453	0.0481384
-0.726456	0.528121	0.0471518
-0.729732	0.52101	0.0481777
-0.730588	0.5157	0.0458732
-0.732424	0.510519	0.0456606
-0.734051	0.501355	0.0466835
-0.735991	0.496211	0.0463425
-0.737799	0.491085	0.0457898
-0.739643	0.485555	0.045005
-0.740469	0.477661	0.0456829
-0.74452	0.470153	0.0440915
-0.746792	0.464678	0.0447501
-0.748699	0.458911	0.045162
-0.75149	0.452889	0.0433063
-0.753412	0.446453	0.043228
-0.756114	0.440114	0.0450963
-0.757863	0.433447	0.0445088
-0.761483	0.427019	0.0437604
-0.763351	0.418398	0.0464638
-0.766149	0.412134	0.0473844
-0.768909	0.405716	0.048031
-0.770854	0.398945	0.0468265
-0.773833	0.392073	0.0479559
-0.776099	0.385048	0.0474359
-0.779202	0.377962	0.0490892
-0.781662	0.371001	0.048849
-0.784102	0.363716	0.0487621
-0.78529	0.35821	0.0474763
-0.788156	0.350788	0.0479865
-0.791085	0.343246	0.0448709
-0.79395	0.335834	0.0459152
-0.795999	0.32852	0.0450817
-0.798778	0.32128	0.0460612
-0.800863	0.313974	0.0448571
-0.805243	0.305033	0.0470134
-0.807117	0.297801	0.0454132
-0.809808	0.290637	0.045639
-0.811809	0.283203	0.0439494
-0.814726	0.275666	0.0442664
-0.819171	0.266536	0.046088
